"MIRCCO_AREA","Région","MIRCCO_SECTOR","Secteur","MIRCCO_INSTRUMENT","Instrument","MIRCCO_MATURITY","Maturité","FREQUENCY","Fréquence","TIME","Temps","Value","Flag Codes","Flags"
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-02","2014M2",2.82,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-12","2014M12",2.25,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-01","2015M1",2.24,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-02","2015M2",2.17,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-03","2015M3",2.09,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-01","2016M1",1.89,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-02","2016M2",1.82,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-03","2016M3",1.78,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-04","2016M4",1.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-01","2017M1",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-02","2017M2",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-03","2017M3",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-04","2017M4",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-07","2009M7",3.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-05","2010M5",3.21,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-06","2010M6",3.19,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-07","2010M7",3.14,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-08","2010M8",3.12,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-05","2011M5",3.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-06","2011M6",3.56,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-07","2011M7",3.65,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-08","2011M8",3.55,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-09","2011M9",3.43,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-06","2012M6",3.07,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-07","2012M7",2.96,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-08","2012M8",3,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-09","2012M9",2.98,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-07","2013M7",2.93,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-08","2013M8",3,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-09","2013M9",3.04,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-10","2013M10",3.07,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-08","2014M8",2.47,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-09","2014M9",2.43,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-10","2014M10",2.35,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-11","2014M11",2.32,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-08","2015M8",2.02,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-09","2015M9",2.02,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-10","2015M10",2.03,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-11","2015M11",1.97,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-12","2015M12",1.91,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-09","2016M9",1.61,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-10","2016M10",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-11","2016M11",1.61,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-12","2016M12",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-10","2017M10",1.68,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-11","2017M11",1.64,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-12","2017M12",1.62,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-01","2009M1",4.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-02","2009M2",4.12,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-03","2009M3",3.9,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2009-12","2009M12",3.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-01","2010M1",3.32,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-02","2010M2",3.33,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-03","2010M3",3.34,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2010-04","2010M4",3.27,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-01","2011M1",3.29,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-02","2011M2",3.37,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-03","2011M3",3.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2011-04","2011M4",3.54,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-02","2012M2",3.18,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-03","2012M3",3.21,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-04","2012M4",3.23,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2012-05","2012M5",3.1,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-03","2013M3",2.94,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-04","2013M4",2.9,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-05","2013M5",2.87,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2013-06","2013M6",2.83,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-03","2014M3",2.81,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-04","2014M4",2.74,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-05","2014M5",2.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-06","2014M6",2.62,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2014-07","2014M7",2.57,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-04","2015M4",2,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-05","2015M5",1.98,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-06","2015M6",2.07,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2015-07","2015M7",2.07,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-05","2016M5",1.7,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2016-06","2016M6",1.69,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2017-05","2017M5",1.63,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2018-02","2018M2",1.64,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2018-03","2018M3",1.66,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2018-04","2018M4",1.6,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2018-05","2018M5",1.62,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2019-03","2019M3",1.56,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2019-04","2019M4",1.51,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2019-05","2019M5",1.53,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2019-06","2019M6",1.54,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2020-04","2020M4",1.53,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2020-05","2020M5",1.55,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2020-06","2020M6",1.52,,
"BE","Belgique","2240","Sociétés non financières","A2A_2","Coût moyen pondéré des crédits","Z","non applicable","M","Mensuelle","2020-07","2020M7",1.48,,
